Id,VN30F1M,len,datetime,open,high,low,close,volume,openinterest,volImbalance,len,datetime,datetime,Value,len,value,Broker,len,cash,value,Trades - Net Profit/Loss,len,pnlplus,pnlminus,DrawDown,len,drawdown,maxdrawdown,BuySell,len,buy,sell
883,VN30F1M,883,2020-09-17 04:00:00,834.9,836.0,834.9,835.7,4232.0,,volImbalance,883,,737685.1666666666,Value,883,3281614999.9999986,Broker,883,3281614929.9999986,3281614999.9999986,Trades - Net Profit/Loss,883,,,DrawDown,883,10.067916006952586,32.659232429819895,BuySell,883,,
884,VN30F1M,884,2020-09-17 06:00:00,835.7,836.5,827.2,830.7,30853.0,,volImbalance,884,,737685.25,Value,884,3246614999.9999986,Broker,884,3246614929.9999986,3246614999.9999986,Trades - Net Profit/Loss,884,,,DrawDown,884,11.027084873427373,32.659232429819895,BuySell,884,,
885,VN30F1M,885,2020-09-17 07:00:00,830.7,835.9,830.0,831.0,16021.0,,volImbalance,885,,737685.2916666666,Value,885,3248714999.999998,Broker,885,3248714929.999998,3248714999.999998,Trades - Net Profit/Loss,885,,,DrawDown,885,10.969534741438899,32.659232429819895,BuySell,885,,
886,VN30F1M,886,2020-09-18 02:00:00,834.4,835.7,833.4,835.5,15804.0,,volImbalance,886,,737686.0833333334,Value,886,3279997999.999998,Broker,886,3279997929.999998,3279997999.999998,Trades - Net Profit/Loss,886,,,DrawDown,886,10.112229608583734,32.659232429819895,BuySell,886,,
887,VN30F1M,887,2020-09-18 03:00:00,835.5,842.4,835.4,840.9,33578.0,,volImbalance,887,,737686.125,Value,887,3317797999.999998,Broker,887,3317797929.999998,3317797999.999998,Trades - Net Profit/Loss,887,,,DrawDown,887,9.076327232790963,32.659232429819895,BuySell,887,,
888,VN30F1M,888,2020-09-18 04:00:00,840.8,842.3,839.9,841.3,11707.0,,volImbalance,888,,737686.1666666666,Value,888,3320597999.999998,Broker,888,3320597929.999998,3320597999.999998,Trades - Net Profit/Loss,888,,,DrawDown,888,8.99959372347298,32.659232429819895,BuySell,888,,
889,VN30F1M,889,2020-09-18 06:00:00,842.5,844.4,841.4,843.4,27552.0,,volImbalance,889,,737686.25,Value,889,3331850499.999998,Broker,889,3331850464.999998,3331850499.999998,Trades - Net Profit/Loss,889,,,DrawDown,889,8.691220932901334,32.659232429819895,BuySell,889,,842.5
890,VN30F1M,890,2020-09-18 07:00:00,843.4,847.7,842.9,846.3,22664.0,,volImbalance,890,,737686.2916666666,Value,890,3342000499.999998,Broker,890,3342000464.999998,3342000499.999998,Trades - Net Profit/Loss,890,,,DrawDown,890,8.413061961623647,32.659232429819895,BuySell,890,,
891,VN30F1M,891,2020-09-21 02:00:00,846.0,855.5,845.9,854.9,26112.0,,volImbalance,891,,737689.0833333334,Value,891,3371774999.999998,Broker,891,3371774964.999998,3371774999.999998,Trades - Net Profit/Loss,891,,,DrawDown,891,7.597097006913544,32.659232429819895,BuySell,891,,
892,VN30F1M,892,2020-09-21 03:00:00,854.9,856.8,851.7,853.2,32820.0,,volImbalance,892,,737689.125,Value,892,3365824999.999998,Broker,892,3365824964.999998,3365824999.999998,Trades - Net Profit/Loss,892,,,DrawDown,892,7.7601557142142585,32.659232429819895,BuySell,892,,
893,VN30F1M,893,2020-09-21 04:00:00,853.0,854.4,852.5,853.1,8112.0,,volImbalance,893,,737689.1666666666,Value,893,3365474999.999998,Broker,893,3365474964.999998,3365474999.999998,Trades - Net Profit/Loss,893,,,DrawDown,893,7.769747402879006,32.659232429819895,BuySell,893,,
894,VN30F1M,894,2020-09-21 06:00:00,851.0,853.8,850.2,850.6,30826.0,,volImbalance,894,,737689.25,Value,894,3356724999.999998,Broker,894,3356724964.999998,3356724999.999998,Trades - Net Profit/Loss,894,,,DrawDown,894,8.009539619497703,32.659232429819895,BuySell,894,,
895,VN30F1M,895,2020-09-21 07:00:00,850.3,851.6,846.0,848.0,32090.0,,volImbalance,895,,737689.2916666666,Value,895,3347624999.999998,Broker,895,3347624964.999998,3347624999.999998,Trades - Net Profit/Loss,895,,,DrawDown,895,8.258923524781148,32.659232429819895,BuySell,895,,
896,VN30F1M,896,2020-09-22 02:00:00,846.2,849.3,845.3,848.5,25385.0,,volImbalance,896,,737690.0833333334,Value,896,3357018999.9999976,Broker,896,3357018929.9999976,3357018999.9999976,Trades - Net Profit/Loss,896,,,DrawDown,896,8.001482601019328,32.659232429819895,BuySell,896,846.2,
897,VN30F1M,897,2020-09-22 03:00:00,848.6,852.9,848.6,851.8,25106.0,,volImbalance,897,,737690.125,Value,897,3380118999.999997,Broker,897,3380118929.999997,3380118999.999997,Trades - Net Profit/Loss,897,,,DrawDown,897,7.36843114914598,32.659232429819895,BuySell,897,,
898,VN30F1M,898,2020-09-22 04:00:00,851.6,853.3,851.1,853.0,10828.0,,volImbalance,898,,737690.1666666666,Value,898,3383321499.9999976,Broker,898,3383321464.9999976,3383321499.9999976,Trades - Net Profit/Loss,898,,,DrawDown,898,7.280667197863525,32.659232429819895,BuySell,898,,851.6
899,VN30F1M,899,2020-09-22 06:00:00,851.9,853.5,846.6,849.4,43329.0,,volImbalance,899,,737690.25,Value,899,3370721499.9999976,Broker,899,3370721464.9999976,3370721499.9999976,Trades - Net Profit/Loss,899,,,DrawDown,899,7.625967989794448,32.659232429819895,BuySell,899,,
900,VN30F1M,900,2020-09-22 07:00:00,849.4,851.6,847.2,850.0,28912.0,,volImbalance,900,,737690.2916666666,Value,900,3374623999.9999976,Broker,900,3374623929.9999976,3374623999.9999976,Trades - Net Profit/Loss,900,,,DrawDown,900,7.519020661182509,32.659232429819895,BuySell,900,849.4,
901,VN30F1M,901,2020-09-23 02:00:00,854.3,857.9,854.3,856.6,30758.0,,volImbalance,901,,737691.0833333334,Value,901,3420606999.9999976,Broker,901,3420606929.9999976,3420606999.9999976,Trades - Net Profit/Loss,901,,,DrawDown,901,6.2588646044079335,32.659232429819895,BuySell,901,,
902,VN30F1M,902,2020-09-23 03:00:00,856.5,858.5,855.6,857.1,24890.0,,volImbalance,902,,737691.125,Value,902,3421709499.9999976,Broker,902,3421709464.9999976,3421709499.9999976,Trades - Net Profit/Loss,902,,,DrawDown,902,6.228650785113977,32.659232429819895,BuySell,902,,856.5
903,VN30F1M,903,2020-09-23 04:00:00,857.2,857.2,853.6,853.7,18154.0,,volImbalance,903,,737691.1666666666,Value,903,3409809499.9999976,Broker,903,3409809464.9999976,3409809499.9999976,Trades - Net Profit/Loss,903,,,DrawDown,903,6.554768199715405,32.659232429819895,BuySell,903,,
904,VN30F1M,904,2020-09-23 06:00:00,855.1,856.5,853.1,855.3,29375.0,,volImbalance,904,,737691.25,Value,904,3415811999.999997,Broker,904,3415811929.999997,3415811999.999997,Trades - Net Profit/Loss,904,,,DrawDown,904,6.3902707391149915,32.659232429819895,BuySell,904,855.1,
905,VN30F1M,905,2020-09-23 07:00:00,855.2,856.5,851.5,854.1,27898.0,,volImbalance,905,,737691.2916666666,Value,905,3407411999.9999976,Broker,905,3407411929.9999976,3407411999.9999976,Trades - Net Profit/Loss,905,,,DrawDown,905,6.620471267068928,32.659232429819895,BuySell,905,,
906,VN30F1M,906,2020-09-24 02:00:00,850.0,852.7,850.0,852.0,23312.0,,volImbalance,906,,737692.0833333334,Value,906,3392494999.9999976,Broker,906,3392494929.9999976,3392494999.9999976,Trades - Net Profit/Loss,906,,,DrawDown,906,7.029269037960483,32.659232429819895,BuySell,906,,
907,VN30F1M,907,2020-09-24 03:00:00,852.0,852.4,851.0,851.0,11378.0,,volImbalance,907,,737692.125,Value,907,3385494999.9999976,Broker,907,3385494929.9999976,3385494999.9999976,Trades - Net Profit/Loss,907,,,DrawDown,907,7.221102811255441,32.659232429819895,BuySell,907,,
908,VN30F1M,908,2020-09-24 04:00:00,851.0,854.0,850.7,853.3,14741.0,,volImbalance,908,,737692.1666666666,Value,908,3401594999.999997,Broker,908,3401594929.999997,3401594999.999997,Trades - Net Profit/Loss,908,,,DrawDown,908,6.779885132677051,32.659232429819895,BuySell,908,,
909,VN30F1M,909,2020-09-24 06:00:00,853.0,854.2,847.8,849.5,34277.0,,volImbalance,909,,737692.25,Value,909,3374994999.9999976,Broker,909,3374994929.9999976,3374994999.9999976,Trades - Net Profit/Loss,909,,,DrawDown,909,7.5088534711978765,32.659232429819895,BuySell,909,,
910,VN30F1M,910,2020-09-24 07:00:00,849.5,853.1,849.0,853.1,24515.0,,volImbalance,910,,737692.2916666666,Value,910,3400194999.9999976,Broker,910,3400194929.9999976,3400194999.9999976,Trades - Net Profit/Loss,910,,,DrawDown,910,6.81825188733603,32.659232429819895,BuySell,910,,
911,VN30F1M,911,2020-09-25 02:00:00,856.0,856.8,853.2,853.9,20250.0,,volImbalance,911,,737693.0833333334,Value,911,3405577999.999997,Broker,911,3405577929.999997,3405577999.999997,Trades - Net Profit/Loss,911,,,DrawDown,911,6.670731715672219,32.659232429819895,BuySell,911,,
912,VN30F1M,912,2020-09-25 03:00:00,853.8,854.9,852.7,853.3,16278.0,,volImbalance,912,,737693.125,Value,912,3401377999.999997,Broker,912,3401377929.999997,3401377999.999997,Trades - Net Profit/Loss,912,,,DrawDown,912,6.785831979649194,32.659232429819895,BuySell,912,,
913,VN30F1M,913,2020-09-25 04:00:00,853.3,853.8,852.0,852.2,7377.0,,volImbalance,913,,737693.1666666666,Value,913,3393677999.9999976,Broker,913,3393677929.9999976,3393677999.9999976,Trades - Net Profit/Loss,913,,,DrawDown,913,6.996849130273635,32.659232429819895,BuySell,913,,
914,VN30F1M,914,2020-09-25 06:00:00,852.2,853.7,848.5,851.3,30639.0,,volImbalance,914,,737693.25,Value,914,3387377999.999997,Broker,914,3387377929.999997,3387377999.999997,Trades - Net Profit/Loss,914,,,DrawDown,914,7.169499526239109,32.659232429819895,BuySell,914,,
915,VN30F1M,915,2020-09-25 07:00:00,851.2,854.9,850.5,854.9,24584.0,,volImbalance,915,,737693.2916666666,Value,915,3412577999.999997,Broker,915,3412577929.999997,3412577999.999997,Trades - Net Profit/Loss,915,,,DrawDown,915,6.478897942377262,32.659232429819895,BuySell,915,,
916,VN30F1M,916,2020-09-28 02:00:00,858.2,859.6,856.6,856.9,18282.0,,volImbalance,916,,737696.0833333334,Value,916,3425926999.999997,Broker,916,3425926929.999997,3425926999.999997,Trades - Net Profit/Loss,916,,,DrawDown,916,6.113070936703778,32.659232429819895,BuySell,916,,
917,VN30F1M,917,2020-09-28 03:00:00,857.0,858.5,856.1,857.7,18538.0,,volImbalance,917,,737696.125,Value,917,3431526999.9999976,Broker,917,3431526929.9999976,3431526999.9999976,Trades - Net Profit/Loss,917,,,DrawDown,917,5.959603918067799,32.659232429819895,BuySell,917,,
918,VN30F1M,918,2020-09-28 04:00:00,857.7,858.1,857.0,858.0,7074.0,,volImbalance,918,,737696.1666666666,Value,918,3433626999.999997,Broker,918,3433626929.999997,3433626999.999997,Trades - Net Profit/Loss,918,,,DrawDown,918,5.902053786079325,32.659232429819895,BuySell,918,,
919,VN30F1M,919,2020-09-28 06:00:00,858.0,859.9,857.3,859.0,23299.0,,volImbalance,919,,737696.25,Value,919,3440626999.999997,Broker,919,3440626929.999997,3440626999.999997,Trades - Net Profit/Loss,919,,,DrawDown,919,5.710220012784367,32.659232429819895,BuySell,919,,
920,VN30F1M,920,2020-09-28 07:00:00,859.1,862.9,858.3,862.9,23611.0,,volImbalance,920,,737696.2916666666,Value,920,3467926999.999997,Broker,920,3467926929.999997,3467926999.999997,Trades - Net Profit/Loss,920,,,DrawDown,920,4.962068296934032,32.659232429819895,BuySell,920,,
921,VN30F1M,921,2020-09-29 02:00:00,865.0,865.8,864.1,864.9,16398.0,,volImbalance,921,,737697.0833333334,Value,921,3481709999.999997,Broker,921,3481709929.999997,3481709999.999997,Trades - Net Profit/Loss,921,,,DrawDown,921,4.5843475973162615,32.659232429819895,BuySell,921,,
922,VN30F1M,922,2020-09-29 03:00:00,864.9,868.0,864.7,867.0,21843.0,,volImbalance,922,,737697.125,Value,922,3488762499.999997,Broker,922,3488762464.999997,3488762499.999997,Trades - Net Profit/Loss,922,,,DrawDown,922,4.391075070721592,32.659232429819895,BuySell,922,,864.9
923,VN30F1M,923,2020-09-29 04:00:00,867.0,867.1,866.1,866.6,10111.0,,volImbalance,923,,737697.1666666666,Value,923,3487362499.999997,Broker,923,3487362464.999997,3487362499.999997,Trades - Net Profit/Loss,923,,,DrawDown,923,4.429441825380583,32.659232429819895,BuySell,923,,
924,VN30F1M,924,2020-09-29 06:00:00,866.6,866.7,861.5,861.5,39284.0,,volImbalance,924,,737697.25,Value,924,3469512499.999997,Broker,924,3469512464.999997,3469512499.999997,Trades - Net Profit/Loss,924,,,DrawDown,924,4.9186179472827245,32.659232429819895,BuySell,924,,
925,VN30F1M,925,2020-09-29 07:00:00,861.5,861.6,854.1,854.1,32471.0,,volImbalance,925,,737697.2916666666,Value,925,3443612499.999997,Broker,925,3443612464.999997,3443612499.999997,Trades - Net Profit/Loss,925,,,DrawDown,925,5.628402908474068,32.659232429819895,BuySell,925,,
926,VN30F1M,926,2020-09-30 02:00:00,855.6,858.5,854.6,856.0,38103.0,,volImbalance,926,,737698.0833333334,Value,926,3450153999.999997,Broker,926,3450153964.999997,3450153999.999997,Trades - Net Profit/Loss,926,,,DrawDown,926,5.44913424732993,32.659232429819895,BuySell,926,,
927,VN30F1M,927,2020-09-30 03:00:00,855.8,857.2,853.2,855.6,31821.0,,volImbalance,927,,737698.125,Value,927,3448753999.999997,Broker,927,3448753964.999997,3448753999.999997,Trades - Net Profit/Loss,927,,,DrawDown,927,5.487501001988921,32.659232429819895,BuySell,927,,
928,VN30F1M,928,2020-09-30 04:00:00,855.6,856.2,854.2,855.1,12116.0,,volImbalance,928,,737698.1666666666,Value,928,3447003999.999997,Broker,928,3447003964.999997,3447003999.999997,Trades - Net Profit/Loss,928,,,DrawDown,928,5.535459445312661,32.659232429819895,BuySell,928,,
929,VN30F1M,929,2020-09-30 06:00:00,853.5,858.0,851.3,857.1,48105.0,,volImbalance,929,,737698.25,Value,929,3454003999.999997,Broker,929,3454003964.999997,3454003999.999997,Trades - Net Profit/Loss,929,,,DrawDown,929,5.343625672017703,32.659232429819895,BuySell,929,,
930,VN30F1M,930,2020-09-30 07:00:00,857.2,860.3,857.1,859.8,27853.0,,volImbalance,930,,737698.2916666666,Value,930,3435261499.9999976,Broker,930,3435261429.9999976,3435261499.9999976,Trades - Net Profit/Loss,930,181454000.00000042,,DrawDown,930,5.857260600014939,32.659232429819895,BuySell,930,,857.2
931,VN30F1M,931,2020-10-01 02:00:00,864.2,864.3,861.7,862.2,17987.0,,volImbalance,931,,737699.0833333334,Value,931,3418244499.999997,Broker,931,3418244429.999997,3418244499.999997,Trades - Net Profit/Loss,931,,,DrawDown,931,6.323608502894994,32.659232429819895,BuySell,931,,
932,VN30F1M,932,2020-10-01 03:00:00,862.2,864.4,861.9,862.9,20867.0,,volImbalance,932,,737699.125,Value,932,3421954499.9999967,Broker,932,3421954429.9999967,3421954499.9999967,Trades - Net Profit/Loss,932,,-36407000.0,DrawDown,932,6.22193660304868,32.659232429819895,BuySell,932,862.2,
933,VN30F1M,933,2020-10-01 04:00:00,863.1,866.3,862.5,865.9,12456.0,,volImbalance,933,,737699.1666666666,Value,933,3442954499.9999967,Broker,933,3442954429.9999967,3442954499.9999967,Trades - Net Profit/Loss,933,,,DrawDown,933,5.646435283163807,32.659232429819895,BuySell,933,,
934,VN30F1M,934,2020-10-01 06:00:00,866.0,866.7,863.7,864.8,31652.0,,volImbalance,934,,737699.25,Value,934,3435254499.9999967,Broker,934,3435254429.9999967,3435254499.9999967,Trades - Net Profit/Loss,934,,,DrawDown,934,5.857452433788261,32.659232429819895,BuySell,934,,
935,VN30F1M,935,2020-10-01 07:00:00,864.6,867.0,861.7,867.0,28934.0,,volImbalance,935,,737699.2916666666,Value,935,3450654499.999997,Broker,935,3450654429.999997,3450654499.999997,Trades - Net Profit/Loss,935,,,DrawDown,935,5.435418132539341,32.659232429819895,BuySell,935,,
936,VN30F1M,936,2020-10-02 02:00:00,865.6,867.5,865.4,866.6,17858.0,,volImbalance,936,,737700.0833333334,Value,936,3447637499.999997,Broker,936,3447637429.999997,3447637499.999997,Trades - Net Profit/Loss,936,,,DrawDown,936,5.518098488829467,32.659232429819895,BuySell,936,,
937,VN30F1M,937,2020-10-02 03:00:00,867.1,867.2,864.6,864.9,14955.0,,volImbalance,937,,737700.125,Value,937,3435737499.9999967,Broker,937,3435737429.9999967,3435737499.9999967,Trades - Net Profit/Loss,937,,,DrawDown,937,5.844215903430909,32.659232429819895,BuySell,937,,
938,VN30F1M,938,2020-10-02 04:00:00,864.9,865.6,863.9,865.0,11004.0,,volImbalance,938,,737700.1666666666,Value,938,3436437499.9999967,Broker,938,3436437429.9999967,3436437499.9999967,Trades - Net Profit/Loss,938,,,DrawDown,938,5.825032526101412,32.659232429819895,BuySell,938,,
939,VN30F1M,939,2020-10-02 06:00:00,864.9,864.9,854.5,858.0,60778.0,,volImbalance,939,,737700.25,Value,939,3387437499.9999967,Broker,939,3387437429.9999967,3387437499.9999967,Trades - Net Profit/Loss,939,,,DrawDown,939,7.167868939166116,32.659232429819895,BuySell,939,,
940,VN30F1M,940,2020-10-02 07:00:00,858.0,862.9,857.6,861.5,26849.0,,volImbalance,940,,737700.2916666666,Value,940,3411937499.9999967,Broker,940,3411937429.9999967,3411937499.9999967,Trades - Net Profit/Loss,940,,,DrawDown,940,6.496450732633765,32.659232429819895,BuySell,940,,
941,VN30F1M,941,2020-10-05 02:00:00,866.8,867.5,865.5,865.9,15857.0,,volImbalance,941,,737703.0833333334,Value,941,3442086499.9999967,Broker,941,3442086429.9999967,3442086499.9999967,Trades - Net Profit/Loss,941,,,DrawDown,941,5.6702226710523815,32.659232429819895,BuySell,941,,
942,VN30F1M,942,2020-10-05 03:00:00,865.9,868.0,864.1,864.3,18605.0,,volImbalance,942,,737703.125,Value,942,3430886499.9999967,Broker,942,3430886429.9999967,3430886499.9999967,Trades - Net Profit/Loss,942,,,DrawDown,942,5.977156708324314,32.659232429819895,BuySell,942,,
943,VN30F1M,943,2020-10-05 04:00:00,864.3,866.4,864.3,865.9,10549.0,,volImbalance,943,,737703.1666666666,Value,943,3442086499.9999967,Broker,943,3442086429.9999967,3442086499.9999967,Trades - Net Profit/Loss,943,,,DrawDown,943,5.6702226710523815,32.659232429819895,BuySell,943,,
944,VN30F1M,944,2020-10-05 06:00:00,866.0,867.2,864.9,866.0,19494.0,,volImbalance,944,,737703.25,Value,944,3442786499.9999967,Broker,944,3442786429.9999967,3442786499.9999967,Trades - Net Profit/Loss,944,,,DrawDown,944,5.651039293722886,32.659232429819895,BuySell,944,,
945,VN30F1M,945,2020-10-05 07:00:00,866.1,869.5,866.0,868.8,23907.0,,volImbalance,945,,737703.2916666666,Value,945,3462386499.999996,Broker,945,3462386429.999996,3462386499.999996,Trades - Net Profit/Loss,945,,,DrawDown,945,5.113904728497019,32.659232429819895,BuySell,945,,
946,VN30F1M,946,2020-10-06 02:00:00,871.9,872.0,869.8,870.9,14917.0,,volImbalance,946,,737704.0833333334,Value,946,3476869499.999996,Broker,946,3476869429.999996,3476869499.999996,Trades - Net Profit/Loss,946,,,DrawDown,946,4.717000651549752,32.659232429819895,BuySell,946,,
947,VN30F1M,947,2020-10-06 03:00:00,870.9,870.9,865.3,865.5,27823.0,,volImbalance,947,,737704.125,Value,947,3457671999.999996,Broker,947,3457671964.999996,3457671999.999996,Trades - Net Profit/Loss,947,,,DrawDown,947,5.243104774811172,32.659232429819895,BuySell,947,,870.9
948,VN30F1M,948,2020-10-06 04:00:00,865.2,867.0,864.0,866.2,17987.0,,volImbalance,948,,737704.1666666666,Value,948,3463324499.999996,Broker,948,3463324429.999996,3463324499.999996,Trades - Net Profit/Loss,948,,,DrawDown,948,5.088199002875494,32.659232429819895,BuySell,948,865.2,
949,VN30F1M,949,2020-10-06 06:00:00,866.2,871.2,866.2,870.0,36380.0,,volImbalance,949,,737704.25,Value,949,3489924499.9999957,Broker,949,3489924429.9999957,3489924499.9999957,Trades - Net Profit/Loss,949,,,DrawDown,949,4.359230664354668,32.659232429819895,BuySell,949,,
950,VN30F1M,950,2020-10-06 07:00:00,870.0,870.5,867.3,867.7,22139.0,,volImbalance,950,,737704.2916666666,Value,950,3473824499.999996,Broker,950,3473824429.999996,3473824499.999996,Trades - Net Profit/Loss,950,,,DrawDown,950,4.800448342933058,32.659232429819895,BuySell,950,,
951,VN30F1M,951,2020-10-07 02:00:00,867.2,868.7,866.7,867.8,20541.0,,volImbalance,951,,737705.0833333334,Value,951,3474307499.9999957,Broker,951,3474307429.9999957,3474307499.9999957,Trades - Net Profit/Loss,951,,,DrawDown,951,4.787211812575719,32.659232429819895,BuySell,951,,
952,VN30F1M,952,2020-10-07 03:00:00,867.9,869.8,867.0,869.3,15679.0,,volImbalance,952,,737705.125,Value,952,3484807499.9999957,Broker,952,3484807429.9999957,3484807499.9999957,Trades - Net Profit/Loss,952,,,DrawDown,952,4.499461152633282,32.659232429819895,BuySell,952,,
953,VN30F1M,953,2020-10-07 04:00:00,869.2,870.3,868.8,869.7,10439.0,,volImbalance,953,,737705.1666666666,Value,953,3487607499.999996,Broker,953,3487607429.999996,3487607499.999996,Trades - Net Profit/Loss,953,,,DrawDown,953,4.422727643315286,32.659232429819895,BuySell,953,,
954,VN30F1M,954,2020-10-07 06:00:00,869.7,873.0,867.8,872.4,32614.0,,volImbalance,954,,737705.25,Value,954,3506507499.9999957,Broker,954,3506507429.9999957,3506507499.9999957,Trades - Net Profit/Loss,954,,,DrawDown,954,3.9047764554189137,32.659232429819895,BuySell,954,,
955,VN30F1M,955,2020-10-07 07:00:00,872.3,873.0,867.0,867.0,29064.0,,volImbalance,955,,737705.2916666666,Value,955,3468707499.9999957,Broker,955,3468707429.9999957,3468707499.9999957,Trades - Net Profit/Loss,955,,,DrawDown,955,4.9406788312116845,32.659232429819895,BuySell,955,,
956,VN30F1M,956,2020-10-08 02:00:00,869.0,869.4,866.1,868.2,20852.0,,volImbalance,956,,737706.0833333334,Value,956,3476890499.999996,Broker,956,3476890429.999996,3476890499.999996,Trades - Net Profit/Loss,956,,,DrawDown,956,4.716425150229867,32.659232429819895,BuySell,956,,
957,VN30F1M,957,2020-10-08 03:00:00,868.1,868.5,867.3,867.7,15038.0,,volImbalance,957,,737706.125,Value,957,3473390499.999996,Broker,957,3473390429.999996,3473390499.999996,Trades - Net Profit/Loss,957,,,DrawDown,957,4.812342036877346,32.659232429819895,BuySell,957,,
958,VN30F1M,958,2020-10-08 04:00:00,867.7,867.8,864.8,865.1,15836.0,,volImbalance,958,,737706.1666666666,Value,958,3455190499.999996,Broker,958,3455190429.999996,3455190499.999996,Trades - Net Profit/Loss,958,,,DrawDown,958,5.311109847444235,32.659232429819895,BuySell,958,,
959,VN30F1M,959,2020-10-08 06:00:00,865.1,868.0,864.7,867.8,32396.0,,volImbalance,959,,737706.25,Value,959,3474090499.9999957,Broker,959,3474090429.9999957,3474090499.9999957,Trades - Net Profit/Loss,959,,,DrawDown,959,4.793158659547862,32.659232429819895,BuySell,959,,
960,VN30F1M,960,2020-10-08 07:00:00,867.7,868.7,866.8,868.7,21509.0,,volImbalance,960,,737706.2916666666,Value,960,3480390499.999996,Broker,960,3480390429.999996,3480390499.999996,Trades - Net Profit/Loss,960,,,DrawDown,960,4.620508263582387,32.659232429819895,BuySell,960,,
961,VN30F1M,961,2020-10-09 02:00:00,869.5,870.2,868.1,868.8,16398.0,,volImbalance,961,,737707.0833333334,Value,961,3480873499.9999957,Broker,961,3480873429.9999957,3480873499.9999957,Trades - Net Profit/Loss,961,,,DrawDown,961,4.607271733225049,32.659232429819895,BuySell,961,,
962,VN30F1M,962,2020-10-09 03:00:00,868.8,869.8,868.4,869.3,11239.0,,volImbalance,962,,737707.125,Value,962,3484373499.9999957,Broker,962,3484373429.9999957,3484373499.9999957,Trades - Net Profit/Loss,962,,,DrawDown,962,4.51135484657757,32.659232429819895,BuySell,962,,
963,VN30F1M,963,2020-10-09 04:00:00,869.3,870.5,868.9,870.3,10411.0,,volImbalance,963,,737707.1666666666,Value,963,3491373499.9999957,Broker,963,3491373429.9999957,3491373499.9999957,Trades - Net Profit/Loss,963,,,DrawDown,963,4.319521073282612,32.659232429819895,BuySell,963,,
964,VN30F1M,964,2020-10-09 06:00:00,870.3,871.7,869.5,870.7,23368.0,,volImbalance,964,,737707.25,Value,964,3494173499.999996,Broker,964,3494173429.999996,3494173499.999996,Trades - Net Profit/Loss,964,,,DrawDown,964,4.242787563964615,32.659232429819895,BuySell,964,,
965,VN30F1M,965,2020-10-09 07:00:00,870.7,871.6,869.9,871.6,17638.0,,volImbalance,965,,737707.2916666666,Value,965,3500473499.999996,Broker,965,3500473429.999996,3500473499.999996,Trades - Net Profit/Loss,965,,,DrawDown,965,4.070137167999154,32.659232429819895,BuySell,965,,
966,VN30F1M,966,2020-10-12 02:00:00,874.9,877.5,874.5,877.2,20315.0,,volImbalance,966,,737710.0833333334,Value,966,3539022499.999996,Broker,966,3539022429.999996,3539022499.999996,Trades - Net Profit/Loss,966,,,DrawDown,966,3.0137085784638225,32.659232429819895,BuySell,966,,
967,VN30F1M,967,2020-10-12 03:00:00,877.2,877.5,875.9,876.0,10140.0,,volImbalance,967,,737710.125,Value,967,3534524999.999996,Broker,967,3534524964.999996,3534524999.999996,Trades - Net Profit/Loss,967,,,DrawDown,967,3.136961777805833,32.659232429819895,BuySell,967,,877.2
968,VN30F1M,968,2020-10-12 04:00:00,876.0,878.1,875.8,877.9,7488.0,,volImbalance,968,,737710.1666666666,Value,968,3541174999.999996,Broker,968,3541174964.999996,3541174999.999996,Trades - Net Profit/Loss,968,,,DrawDown,968,2.954719693175623,32.659232429819895,BuySell,968,,
969,VN30F1M,969,2020-10-12 06:00:00,878.1,878.6,874.6,875.0,26509.0,,volImbalance,969,,737710.25,Value,969,3531024999.999996,Broker,969,3531024964.999996,3531024999.999996,Trades - Net Profit/Loss,969,,,DrawDown,969,3.232878664453312,32.659232429819895,BuySell,969,,
970,VN30F1M,970,2020-10-12 07:00:00,874.9,876.5,873.0,875.0,25027.0,,volImbalance,970,,737710.2916666666,Value,970,3531077499.999996,Broker,970,3531077429.999996,3531077499.999996,Trades - Net Profit/Loss,970,,,DrawDown,970,3.2314399111535996,32.659232429819895,BuySell,970,874.9,
971,VN30F1M,971,2020-10-13 02:00:00,874.3,875.0,873.7,874.5,14820.0,,volImbalance,971,,737711.0833333334,Value,971,3527360499.999996,Broker,971,3527360429.999996,3527360499.999996,Trades - Net Profit/Loss,971,,,DrawDown,971,3.333303644773222,32.659232429819895,BuySell,971,,
972,VN30F1M,972,2020-10-13 03:00:00,874.4,874.8,873.1,873.5,11105.0,,volImbalance,972,,737711.125,Value,972,3520360499.999996,Broker,972,3520360429.999996,3520360499.999996,Trades - Net Profit/Loss,972,,,DrawDown,972,3.5251374180681796,32.659232429819895,BuySell,972,,
973,VN30F1M,973,2020-10-13 04:00:00,873.5,874.5,872.5,874.5,10064.0,,volImbalance,973,,737711.1666666666,Value,973,3527360499.999996,Broker,973,3527360429.999996,3527360499.999996,Trades - Net Profit/Loss,973,,,DrawDown,973,3.333303644773222,32.659232429819895,BuySell,973,,
974,VN30F1M,974,2020-10-13 06:00:00,875.0,876.4,874.9,876.1,21889.0,,volImbalance,974,,737711.25,Value,974,3538560499.999996,Broker,974,3538560429.999996,3538560499.999996,Trades - Net Profit/Loss,974,,,DrawDown,974,3.02636960750129,32.659232429819895,BuySell,974,,
